city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Ghost Category,Event Type,Over 18 binge drink at least once per month,Alcohol deaths per capita,Annual deaths attributable to excessive alcohol use,Sunrise,Sunset,Daylight Duration,Daylight Duration 2,crime_solved,victim_sex,weapon,Median Age,Population,Housing Units,moon_phase,moon_diameter,moon_distance,geotopic_name,geotopic_longitude,geotopic_latitude,NER_ENTITIES,NER_PERSONS,NER_ORGS,NER_LOCATIONS,image_path,tika_caption
Fairbanks,United States,"As you first start to drive down this road, to your left is Birch Hill. Numerous people have seen what looks like glowing balls in the sky, that cast streaks of bright light everywhere. It has only been seen during the winter months at around 7PM or later.",Chena Hot Springs Road,Alaska,AK,-146.8550798,64.8834779,-147.7163888,64.8377778,False,True,1/1/2025 0:00,1.0,Unknown,Orb,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,4:01,,,,28.2,33018.0,11795.0,1.47,1877.5,381744,Alaska,-150.00028,64.00028,"[('first', 'ORDINAL'), ('Birch Hill', 'ORG'), ('the winter months', 'DATE')]",[],['Birch Hill'],[],images/fairbanks_alaska_3474.png,"{""captions"": [{""confidence"": 0.00042810908145367207, ""sentence"": ""a snow covered bench sitting in the snow .""}, {""confidence"": 0.00019729876473160142, ""sentence"": ""a fire hydrant in the snow near a tree .""}, {""confidence"": 4.4635790932650255e-05, ""sentence"": ""a fire hydrant in the snow near a tree""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 593, ""units"": ""ms""}}"
Fairbanks,United States,"Nurses have seen and experienced, âangelsâ in the back room when a baby is dying in the nursery. The temperature in the room drops to 60 degrees, and they experience cold chills. Also, babies can be heard in the room, when there are none.",Fairbanks Memorial Hospital,Alaska,AK,-147.739887,64.83109200000001,-147.7163888,64.8377778,True,True,3/12/1954 0:00,1.0,Unknown,Unknown,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,11:20,,,,28.2,33018.0,11795.0,12.35,1889.5,379317,Alaska,-150.00028,64.00028,"[('60 degrees', 'QUANTITY')]",[],[],[],images/fairbanks_alaska_3475.png,"{""captions"": [{""confidence"": 0.00041214475850598326, ""sentence"": ""a person sitting on a bench in the snow .""}, {""confidence"": 0.00017523626754066516, ""sentence"": ""a person sitting on a bench in the snow""}, {""confidence"": 0.00011491634334110949, ""sentence"": ""a person sitting in the snow with a snowboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 585, ""units"": ""ms""}}"
Fairbanks,United States,"This road is haunted by ghostly lights. Late at night, two lights that resemble headlights follows passing cars. Sometimes, it will start to fly and form one bright light. Other times, it will look like a fast moving car or truck with bright blue, white and orange colored lights.",Mile 8-12 Chena Hot Springs Road,Alaska,AK,-146.8550798,64.8834779,-147.7163888,64.8377778,False,True,1/1/2025 0:00,,Evening,Ghost,Male,Haunting,16.00%,5.4,433.0,9:03,20:48,11:45,4:01,,,,28.2,33018.0,11795.0,1.47,1877.5,381744,Alaska,-150.00028,64.00028,"[('Late at night', 'TIME'), ('two', 'CARDINAL')]",[],[],[],images/fairbanks_alaska_3476.png,"{""captions"": [{""confidence"": 0.00016855138250398074, ""sentence"": ""a man standing on a snow covered slope .""}, {""confidence"": 0.00014975585674655936, ""sentence"": ""a man standing in the snow with a snowboard .""}, {""confidence"": 0.000141304089043985, ""sentence"": ""a man standing in the snow next to a tree .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 589, ""units"": ""ms""}}"
Fairbanks,United States,"A little girl died on the third floor of this abandoned building. After that, the hotel closed off that part of the building. The front desk has reported getting phone calls from the third floor, Room #303. A little girl on the phone says she's looking for her mother and then hangs up. No one was on the third floor when the call was made.",Northern Lights Hotel,Alaska,AK,-147.4167312,65.0431234,-147.7163888,64.8377778,False,False,1600-03-12 00:00:00,1.0,Unknown,Unknown,,Death,16.00%,5.4,433.0,9:03,20:48,11:45,11:25,,,,28.2,33018.0,11795.0,Unknown,Unknown,Unknown,Alaska,-150.00028,64.00028,"[('third', 'ORDINAL'), ('third', 'ORDINAL'), ('303', 'MONEY'), ('third', 'ORDINAL')]",[],[],[],images/fairbanks_alaska_3477.png,"{""captions"": [{""confidence"": 0.00038223483795209726, ""sentence"": ""a snow covered mountain with lots of trees .""}, {""confidence"": 0.00017638012662014884, ""sentence"": ""a snow covered mountain with lots of snow .""}, {""confidence"": 4.353320354878438e-05, ""sentence"": ""a snow covered mountain with a lot of trees .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 600, ""units"": ""ms""}}"
Gakona,United States,"Footsteps and voices are heard, as well as the smell of tobacco smoke.",Gakona Lodge and Trading Post,Alaska,AK,-145.303799,62.301926,-145.3019445,62.3019444,True,True,1/1/2025 0:00,,Unknown,UAP,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,5:16,,,,42.7,140.0,58.0,1.47,1877.5,381744,,,,[],[],[],[],images/gakona_alaska_3478.png,"{""captions"": [{""confidence"": 8.49291288533706e-05, ""sentence"": ""a red fire hydrant sitting in the middle of a field .""}, {""confidence"": 4.775354189171931e-05, ""sentence"": ""a red fire hydrant sitting next to a tree .""}, {""confidence"": 4.419789915390023e-05, ""sentence"": ""a red fire hydrant in front of a building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 598, ""units"": ""ms""}}"
Kenai,United States,"There are several spirits here. One is an older, heavyset woman who goes by the name Marie. There is also an older gentleman by the name of Arthur Johnson. He has been spotted maintaining his gravesite, plus the graves of others who are buried there. In the back part of the cemetery are several unmarked graves that contain the remains of servants brought up here to help dig for gold. But when the gold ran dry, it was too expensive to feed them, so they were killed and buried in graves outside the main cemetery.",Kenai Cemetery,Alaska,AK,-151.1529963,60.48367619999999,-151.2583333,60.55444439999999,False,False,3/12/1988 0:00,1.0,Unknown,Ghost,Male,Murder,16.00%,5.4,433.0,9:03,20:48,11:45,11:32,,,,35.3,7452.0,2886.0,12.35,1889.5,379317,,,,"[('One', 'CARDINAL'), ('Marie', 'PERSON'), ('Arthur Johnson', 'PERSON')]","['Marie', 'Arthur Johnson']",[],[],images/kenai_alaska_3479.png,"{""captions"": [{""confidence"": 2.115294665782906e-05, ""sentence"": ""a couple of green and white fire hydrants .""}, {""confidence"": 1.7148298202907628e-05, ""sentence"": ""a couple of green and yellow fire hydrants .""}, {""confidence"": 1.6665504552563914e-06, ""sentence"": ""a couple of white poles sitting next to a fire hydrant .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 605, ""units"": ""ms""}}"
Kenai,United States,"There is often an old man who is transparent, attempting to maintain his own gravesite, as well as others.",Local Cemetery,Alaska,AK,-151.1529963,60.48367619999999,-151.2583333,60.55444439999999,False,False,1700-03-15 00:00:00,,Unknown,Unknown,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,11:47,,,,35.3,7452.0,2886.0,12.35,1889.5,379317,Alaska,-150.00028,64.00028,[],[],[],[],images/kenai_alaska_3480.png,"{""captions"": [{""confidence"": 0.00024765899924422067, ""sentence"": ""a couple of men standing next to each other .""}, {""confidence"": 5.839223211334817e-05, ""sentence"": ""a couple of men standing next to each other on a field .""}, {""confidence"": 2.844009522147162e-05, ""sentence"": ""a couple of men standing next to each other in a field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 603, ""units"": ""ms""}}"
Ketchikan,United States,"In 1946, a student fell from a catwalk to his death. He haunts the theatre to this day with crying and other noises, and he is visible from the stage, if you look up. He is well documented by the media and school officials, and seen by the majority of the students. He still haunts the school, even after it was remodeled. He is nick named, âBoochieâ.",Ketchikan High School,Alaska,AK,-131.677921,55.3534308,-131.6461112,55.34222219999999,True,True,1585-07-11 00:00:00,1.0,Morning,Unknown,,Death,16.00%,5.4,433.0,9:03,20:48,11:45,17:02,,,,37.7,8150.0,3270.0,Unknown,Unknown,Unknown,Alaska,-150.00028,64.00028,"[('1946', 'DATE'), ('this day', 'DATE'), ('nick named', 'PERSON')]",['nick named'],[],[],images/ketchikan_alaska_3481.png,"{""captions"": [{""confidence"": 9.576866655035554e-05, ""sentence"": ""a man is holding a frisbee in his hand .""}, {""confidence"": 6.97452552744591e-05, ""sentence"": ""a man is holding a frisbee in his hands .""}, {""confidence"": 3.560652842676667e-05, ""sentence"": ""a man is holding a frisbee in his hand""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 692, ""units"": ""ms""}}"
Ketchikan,United States,"At night, as you drive up the main drive of the graveyard, a headless woman appears for a brief instant. Then, as you turn, a head is visible on the roadway.",Ketchikan Graveyard,Alaska,AK,-131.6256146,55.3343198,-131.6461112,55.34222219999999,False,False,1/1/2025 0:00,,Evening,Unknown,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,7:15,,,,37.7,8150.0,3270.0,1.47,1877.5,381744,,,,"[('night', 'TIME')]",[],[],[],images/ketchikan_alaska_3482.png,"{""captions"": [{""confidence"": 0.0001568253228760603, ""sentence"": ""a man standing next to a tree in a park .""}, {""confidence"": 2.179253955129032e-05, ""sentence"": ""a man standing in front of a fence holding a frisbee .""}, {""confidence"": 1.1821315361293532e-05, ""sentence"": ""a man standing next to a tree in a park""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 673, ""units"": ""ms""}}"
Kotzebue,United States,"During the spring season there is a giant puddle under the museum from all the melted snow. A young boy named Alex was playing with a basketball near the museum. His ball went under the building. When he tried to get the ball, he slipped under the building and couldn't get out. He drowned in the water. People say if you bring a basketball into the auditorium, leave it on the floor and say, ""Alex, come get your ball!"" you will hear the ball start bouncing.",NANA Museum,Alaska,AK,-162.6051611,66.89258860000001,-162.5966666,66.89833329999999,True,False,3/12/1998 0:00,,Unknown,Unknown,,Murder,16.00%,5.4,433.0,9:03,20:48,11:45,11:19,,,,30.6,3199.0,874.0,12.35,1889.5,379317,,,,"[('the spring season', 'DATE'), ('Alex', 'PERSON'), ('Alex', 'PERSON')]","['Alex', 'Alex']",[],[],images/kotzebue_alaska_3483.png,"{""captions"": [{""confidence"": 6.630830375429997e-05, ""sentence"": ""a bed that has a bunch of stuff on it""}, {""confidence"": 5.429259900305348e-05, ""sentence"": ""a bed with a bunch of stuff on it""}, {""confidence"": 1.8434564030099898e-05, ""sentence"": ""a bed with a bunch of items on it""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 609, ""units"": ""ms""}}"
Nightmute,United States,"There is said that there is a little girl roaming and haunting the whole school. Staff members and students have seen and heard her. She would sometimes hum, appear in both the boys and girls bathrooms, turns lights off and on, and bounce a basketball. No one really knows how she died but it is said that there is a grave under the classroom 106, and she is mostly in that classroom.",Nightmute High School,Alaska,AK,-164.7224104,60.4769318,-164.7238888,60.4794444,True,True,1/1/2025 0:00,1.0,Unknown,Ghost,Female Child,Death,16.00%,5.4,433.0,9:03,20:48,11:45,5:55,,,,28.3,145.0,29.0,1.47,1877.5,381744,Alaska,-150.00028,64.00028,"[('106', 'CARDINAL')]",[],[],[],images/nightmute_alaska_3484.png,"{""captions"": [{""confidence"": 0.00014844873750325709, ""sentence"": ""a sign that is on the side of a building .""}, {""confidence"": 0.0001174916577829767, ""sentence"": ""a sign that is on the side of a pole .""}, {""confidence"": 0.0001090014203487931, ""sentence"": ""a sign that is on the side of a road .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 644, ""units"": ""ms""}}"
Seward,United States,"In the 1964 earthquake, dozens of children died here. You can hear a distant giggle in this building. Other times, you can hear children jump roping, or running around.",The Old Jesse Lee Home,Alaska,AK,,,-149.4422222,60.10416669999999,True,False,1793-03-12 00:00:00,,Unknown,Unknown,,Death,16.00%,5.4,433.0,9:03,20:48,11:45,11:34,Yes,Male,Knife,43.5,2614.0,977.0,12.35,1889.5,379317,,,,"[('1964', 'DATE'), ('dozens', 'CARDINAL')]",[],[],[],images/seward_alaska_3485.png,"{""captions"": [{""confidence"": 8.316532105487006e-06, ""sentence"": ""a couple of people standing next to a black and white horse .""}, {""confidence"": 7.88794196137903e-06, ""sentence"": ""a couple of people standing next to a black and white dog .""}, {""confidence"": 7.658823116293038e-06, ""sentence"": ""a couple of people standing next to a black and white truck .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 668, ""units"": ""ms""}}"
Shungnak,United States,"As you walk by, you can hear rattling chains. It was kept as a morgue.",The Old Recreation Hall,Alaska,AK,,,-157.1363888,66.8880556,True,False,12/12/1986 0:00,,Unknown,Unknown,,Unknown,16.00%,5.4,433.0,9:03,20:48,11:45,2:11,,,,29.0,204.0,43.0,12.35,1889.5,379317,,,,[],[],[],[],images/shungnak_alaska_3486.png,"{""captions"": [{""confidence"": 0.0011728886140245805, ""sentence"": ""a living room filled with furniture and a fire place .""}, {""confidence"": 0.0006633475804621847, ""sentence"": ""a living room filled with furniture and a flat screen tv .""}, {""confidence"": 0.0004341868508270698, ""sentence"": ""a living room filled with furniture and a large window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 741, ""units"": ""ms""}}"
Sitka,United States,"A woman was struck and killed on the blind corner outside this well known watering hole in southeast Alaska. It used to be known as the Kik, or Kiksaadi club, but now it is Rookies, a sports bar. The story is that the woman left the bar and was extremely drunk. She tried to wander into town on her own, which was a common thing in this small town. Often, a cab could be flagged or someone who knew you would pick you up along the way. She staggered onto the road on the blind corner, and was literally run over by a young man who had been drinking as well, and driving a truck. She was so drunk that she actually got up, despite the terrible, traumatic wounds that she had received. She weaved about screaming and dying, not fully aware of what had happened to her. There were several witnesses to this tragedy since the bar was closing. Hundreds of people were aroun d, climbing into their vehicles and gathering for an, ""after hours"" party. It was a horrific scene. Since then, there have been stories of an apparition of the woman seen on that blind corner weaving in and out of the road. She supposedly has appeared to people who are driving under the influence of alcohol, prompting even brave men to park on the side of the road and flag a cab. Also, there are stories that in the early pre-dawn hours, terrible moans and death cries can be heard in the same area. The cries seem to be emanating from the bushes that are the cause of the corner being blind.",Rookies Corner (The Old Kiksaadi Corner),Alaska,AK,,,-135.33,57.0530556,True,True,1/1/2025 0:00,1.0,Unknown,Unknown,,Murder,16.00%,5.4,433.0,9:03,20:48,11:45,6:52,Yes,Male,Handgun,,,,1.47,1877.5,381744,,,,"[('Alaska', 'GPE'), ('Kik', 'ORG'), ('Kiksaadi', 'GPE'), ('Rookies', 'ORG'), ('Hundreds', 'CARDINAL'), ('hours', 'TIME'), ('pre-dawn hours', 'TIME')]",[],"['Kik', 'Rookies']","['Alaska', 'Kiksaadi']",images/sitka_alaska_3487.png,"{""captions"": [{""confidence"": 0.00034590678929435545, ""sentence"": ""a woman standing in front of an open door .""}, {""confidence"": 4.968763817425971e-05, ""sentence"": ""a woman standing in front of an open door""}, {""confidence"": 1.0133646351903363e-05, ""sentence"": ""a woman standing in front of a door with a suitcase .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 651, ""units"": ""ms""}}"
Skagway,United States,Rooms 23 & 14 are haunted by apparitions.,Golden North Hotel,Alaska,AK,,,-135.313889,59.45833329999999,False,True,1850-03-12 00:00:00,,Unknown,Ghost,Male,Haunting,16.00%,5.4,433.0,9:03,20:48,11:45,11:30,,,,39.6,1217.0,323.0,12.35,1889.5,379317,,,,[],[],[],[],images/skagway_alaska_3488.png,"{""captions"": [{""confidence"": 1.1724855565573484e-05, ""sentence"": ""a large building with a clock on it .""}, {""confidence"": 8.879022461612307e-06, ""sentence"": ""a large building with a clock on it""}, {""confidence"": 3.4118866676767945e-06, ""sentence"": ""a large building with a clock tower in the middle of it .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 621, ""units"": ""ms""}}"
Soldotna,United States,"The furniture store used to be a grocery store, and the owner of that store was murdered. The killer was never found. It's said that the man still haunts the place, and sometimes furniture breaks for no reason. Also, there are unusual sounds heard from the back office.",Bailey Furniture Store,Alaska,AK,-151.0699785,60.4969898,-151.0583332,60.4877778,True,False,3/12/1943 0:00,,Unknown,Unknown,,Murder,16.00%,5.4,433.0,9:03,20:48,11:45,11:25,,,,39.1,4370.0,1722.0,12.35,1889.5,379317,,,,[],[],[],[],images/soldotna_alaska_3489.png,"{""captions"": [{""confidence"": 0.0013976772092933669, ""sentence"": ""a living room filled with furniture and a fire place .""}, {""confidence"": 0.0013242526104935743, ""sentence"": ""a living room filled with furniture and a flat screen tv .""}, {""confidence"": 0.0005418803487081121, ""sentence"": ""a living room filled with furniture and a large window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 609, ""units"": ""ms""}}"
Arcadia,United States,"On a full moon, you can here the sounds of gun shots.",Site where Bonnie and Clyde were killed,Louisiana,LA,-93.0532771,32.54475910000001,-92.920158,32.5490406,True,False,3/12/1925 0:00,,Unknown,Unknown,,Murder,18.10%,5.5,2278.0,7:16,19:11,11:55,11:51,,,,42.5,56697.0,19189.0,12.35,1889.5,379317,Louisiana,-92.0004,31.00047,[],[],[],[],images/arcadia_louisiana_3490.png,"{""captions"": [{""confidence"": 0.0008665944832960472, ""sentence"": ""a group of people standing next to each other .""}, {""confidence"": 0.0005496777037163307, ""sentence"": ""a group of people standing in front of a building .""}, {""confidence"": 0.00011744448779982833, ""sentence"": ""a group of people standing next to each other in front of a building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 602, ""units"": ""ms""}}"
Anniston,United States,"Fort McClellan - A very old fort that is now closed, but people are still aloud to go out on it. Almost every building is abandoned. It was built back in the 1800s for military use. Almost every building and every foot of that land is haunted.",Jacksonville,Louisiana,LA,,,-93.7132227,32.4622035,False,False,3/12/2003 0:00,,Unknown,Ghost,Male,Unknown,18.10%,5.5,2278.0,7:16,19:11,11:55,11:51,,,,42.3,21455.0,9322.0,12.35,1889.5,379317,Fort McClellan Ammunition Storage Historic District,-85.78127,33.72204,"[('Fort McClellan', 'GPE'), ('the 1800s', 'DATE')]",[],[],['Fort McClellan'],images/anniston_louisiana_3491.png,"{""captions"": [{""confidence"": 0.00015622936280926183, ""sentence"": ""a woman standing in a field holding a frisbee .""}, {""confidence"": 0.00015264323421130052, ""sentence"": ""a woman standing in a field with a frisbee .""}, {""confidence"": 9.369893943655806e-05, ""sentence"": ""a woman standing in the grass with a frisbee .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 588, ""units"": ""ms""}}"
Basile,United States,In Basile High School's old gym there has been seen seats moving up and down. There also had been lights flickering on and off.,Basile high school,Louisiana,LA,-92.597027,30.486639,-92.5959723,30.4852012,False,True,1638-03-12 00:00:00,1.0,Unknown,Unknown,,Unknown,18.10%,5.5,2278.0,7:16,19:11,11:55,11:53,,,,31.3,2073.0,557.0,Unknown,Unknown,Unknown,Louisiana,-92.0004,31.00047,"[(""Basile High School's"", 'ORG')]",[],"[""Basile High School's""]",[],images/basile_louisiana_3492.png,"{""captions"": [{""confidence"": 0.0009893291150306785, ""sentence"": ""a sign that is on the side of a building .""}, {""confidence"": 0.0001278831820019697, ""sentence"": ""a sign that is on the side of a wall .""}, {""confidence"": 5.955210833792815e-05, ""sentence"": ""a sign that is on a pole outside""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 12, ""captioning"": 645, ""units"": ""ms""}}"
Baton Rouge,United States,"This structure originally housed the old location for the Baton Rouge General Hospital. The bottom floor of the building used to serve as the hospital morgue, but now it houses a cafeteria and several offices. The old morgue freezer was turned into a file storage facility during the renovations for the new office complex. At night, the entire floor seems to drop several degrees colder than the rest of the building. Several of the security guards refuse to go down there and many complaints of strange noises have been reported coming from the bottom floor. The elevator is even said to go up and down all by itself at night when no one is there.",Guaranty Income Life and Broadcasting Building,Louisiana,LA,-91.1809704,30.4438653,-91.1403196,30.4582829,True,True,1700-03-12 00:00:00,1.0,Evening,Unknown,,Murder,18.10%,5.5,2278.0,7:16,19:11,11:55,11:53,,,,32.1,225539.0,85617.0,12.35,1889.5,379317,,,,"[('the Baton Rouge General Hospital', 'ORG'), ('night', 'TIME'), ('night', 'TIME')]",[],['the Baton Rouge General Hospital'],[],images/baton_rouge_louisiana_3493.png,"{""captions"": [{""confidence"": 0.00011968556471447506, ""sentence"": ""a woman standing in front of a building .""}, {""confidence"": 6.2601842675435025e-06, ""sentence"": ""a woman standing in front of a building with a cell phone .""}, {""confidence"": 2.9841145180461505e-06, ""sentence"": ""a woman standing in front of a building with a clock .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 585, ""units"": ""ms""}}"
Baton Rouge,United States,"Usually during late September or early October, but occasionally at other times, the ghosts of ragged and dirty Confederate soldiers can be seen walking along or crossing Highland Road beginning around Lee Drive (south of the LSU campus) and the sightings continue as far down as Gardere Lane. There are numerous reports of soldiers scurrying across the road late at night. However, in 1999 or 2000, there was an incident in early October in which several drivers called police when a filthy, bleeding young man wearing a Confederate uniform and carrying a rifle staggered across the busy intersection of Lee Drive and Highland Road around 5:00pm. Police serached the area and found no one.",Highland Road near Lee Drive,Louisiana,LA,-91.150689,30.4048057,-91.1403196,30.4582829,False,True,6/24/1962 0:00,1.0,Evening,Ghost,Female Child,Death,18.10%,5.5,2278.0,7:16,19:11,11:55,14:07,,,,32.1,225539.0,85617.0,12.35,1889.5,379317,Highland Road Estates,-91.12927,30.37769,"[('late September', 'DATE'), ('early October', 'DATE'), ('Confederate', 'ORG'), ('Highland Road', 'FAC'), ('Lee Drive', 'PERSON'), ('LSU', 'ORG'), ('Gardere Lane', 'PERSON'), ('late at night', 'TIME'), ('1999', 'DATE'), ('2000', 'DATE'), ('early October', 'DATE'), ('Confederate', 'ORG'), ('Lee Drive', 'PERSON'), ('Highland Road', 'FAC')]","['Lee Drive', 'Gardere Lane', 'Lee Drive']","['Confederate', 'LSU', 'Confederate']","['Highland Road', 'Highland Road']",images/baton_rouge_louisiana_3494.png,"{""captions"": [{""confidence"": 4.894421658878978e-05, ""sentence"": ""a woman walking down a path with a suitcase .""}, {""confidence"": 1.948016119985154e-05, ""sentence"": ""a woman walking down a dirt road with a surfboard .""}, {""confidence"": 1.4438651479051335e-05, ""sentence"": ""a woman walking down a dirt road with a suitcase .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 596, ""units"": ""ms""}}"
Baton Rouge,United States,it is a haunted road where people claim 2 see dead people walking,Houma,Louisiana,LA,-90.1237248,29.8925633,-91.1403196,30.4582829,False,True,3/12/1927 0:00,1.0,Unknown,Ghost,Male,Haunting,18.10%,5.5,2278.0,7:16,19:11,11:55,11:51,,,,32.1,225539.0,85617.0,12.35,1889.5,379317,,,,"[('2', 'CARDINAL')]",[],[],[],images/baton_rouge_louisiana_3495.png,"{""captions"": [{""confidence"": 0.0003808416194194543, ""sentence"": ""a man standing in front of a fire hydrant .""}, {""confidence"": 7.096024206136103e-05, ""sentence"": ""a man standing in front of a fence holding a bat .""}, {""confidence"": 5.423739852308833e-05, ""sentence"": ""a man standing in front of a fence holding a baseball bat .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 592, ""units"": ""ms""}}"
Baton Rouge,United States,"Pleasant Hall - (Formerly a women's dormitory, now being renovated. ) Several accounts of murder/suicides have been reported. Most famous is the incident in room 312: The story goes that one night a girl and her boyfriend got in an argument. The girl shot her boyfriend, but he survived. She ran upstairs into her own room, 312, shot herself and died. Strange noises and sightings have been reported.",Louisiana State University,Louisiana,LA,-91.1800023,30.4132579,-91.1403196,30.4582829,True,False,1532-03-12 00:00:00,1.0,Evening,Unknown,,Murder,18.10%,5.5,2278.0,7:16,19:11,11:55,11:53,,,,32.1,225539.0,85617.0,Unknown,Unknown,Unknown,Louisiana State University,-91.17826,30.4145,"[('312', 'CARDINAL'), ('one night', 'TIME'), ('312', 'CARDINAL')]",[],[],[],images/baton_rouge_louisiana_3496.png,"{""captions"": [{""confidence"": 0.0004420743388108676, ""sentence"": ""a man is throwing a frisbee in a field""}, {""confidence"": 0.0002311584394406227, ""sentence"": ""a man is throwing a frisbee in a park .""}, {""confidence"": 0.000220713160700301, ""sentence"": ""a man is throwing a frisbee in a park""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 593, ""units"": ""ms""}}"
Baton Rouge,United States,"The ghost of ""Pierre"" who is believed to be an senator or congressman from who died from a heart attack in his mid- to late- forties because of a political issue that he was particularly riled about. Before he could start to serve his term. He is said to haunt the upstairs of the Old State Capitol Building. Several security officers report alarms (motion sensors mostly) going off in the middle of the night and the video camera shows no signs of anyone. One female security guard briefly glimpsed ""Pierre"" one night upstairs were the senate used to meet. The guards and tour guides at the building also report instances of doors opening and closing when no one else is in the building as well.",Old State Capitol Building,Louisiana,LA,-91.189033,30.446596,-91.1403196,30.4582829,True,True,1532-03-12 00:00:00,1.0,Evening,Ghost,Female Child,Death,18.10%,5.5,2278.0,7:16,19:11,11:55,11:53,,,,32.1,225539.0,85617.0,Unknown,Unknown,Unknown,Louisiana,-92.0004,31.00047,"[('Pierre', 'WORK_OF_ART'), ('One', 'CARDINAL'), ('Pierre', 'WORK_OF_ART'), ('one night', 'TIME'), ('senate', 'ORG')]",[],['senate'],[],images/baton_rouge_louisiana_3497.png,"{""captions"": [{""confidence"": 2.6121670402469933e-05, ""sentence"": ""a statue of a man sitting on a park bench .""}, {""confidence"": 1.0197049117884834e-05, ""sentence"": ""a statue of a man sitting on a park bench""}, {""confidence"": 1.000144120582468e-05, ""sentence"": ""a statue of a man sitting on a bench in front of a building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 589, ""units"": ""ms""}}"
Baton Rouge,United States,"Now housing Louisiana State Police Headquarters and Barracks this place is a veritable hotspot of ghostly activity. The old execution chambers and morgue now house offices and the main two story building is located over a basement of some sort which is always dark and seeps with water due to the high water table in Louisiana. Employees have experienced the sound of footsteps on numerous occasions, which upon close examination could have no earthly explanation. Other phenomenon includes radios turning themselves on and off and dark spaces, which take on malignant life of their own.",Old State Penitentiary,Louisiana,LA,-91.189033,30.446596,-91.1403196,30.4582829,True,True,1828-03-12 00:00:00,1.0,Unknown,Ghost,Female Child,Death,18.10%,5.5,2278.0,7:16,19:11,11:55,11:53,,,,32.1,225539.0,85617.0,12.35,1889.5,379317,,,,"[('Louisiana State Police Headquarters', 'ORG'), ('Barracks', 'ORG'), ('two', 'CARDINAL'), ('Louisiana', 'GPE')]",[],"['Louisiana State Police Headquarters', 'Barracks']",['Louisiana'],images/baton_rouge_louisiana_3498.png,"{""captions"": [{""confidence"": 0.005595623022056602, ""sentence"": ""a black and white photo of a fire hydrant""}, {""confidence"": 0.0055160964307462285, ""sentence"": ""a black and white photo of a fire hydrant .""}, {""confidence"": 0.003776487217973095, ""sentence"": ""black and white photograph of a fire hydrant .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 598, ""units"": ""ms""}}"
